codigo_activo_excel,descripcion_excel,codigo_padre_excel,grupo_activos,area,criticalidad,sector_raiz_codigo,sector_codigo_derivado,sector_nombre_derivado,nivel_profundidad,es_raiz_sector,es_lgc,es_hoja,cantidad_hijos,incluir_en_catalogo_manual,motivo_exclusion
PR-PDA-EYE-ESRAL3,EYECTOR SOLUCION REGENERANTE ALCALINA TD. Nº3,PR-PDA-TRN-DES3,PR-EYE-ESRAL3,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,SI,0,,
PR-PDA-FLT-ARE,FILTRO DE ARENA,PR-PDA-LGC-PLANTA DE AGUA,PR-FLT ARE,PTA RIC - R4 RR,C,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,SI,0,,
PR-PDA-FLT-CSN,FILTRO DE AGUA CLAR. CISTERNA,PR-PDA-LGC-PLANTA DE AGUA,PR-FLT CSE,PTA RIC - R4 RR,C,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,SI,0,,
PR-PDA-FLT-FAGC,FILTRO ARENA DE AGUA CLARIFICADA A CISTERNA,PR-PDA-LGC-PLANTA DE AGUA,PR-FLT ARE,PTA RIC - R4 RR,C,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,SI,0,,
PR-PDA-FLT-FAGU1,FILTRO DE AGUA CLARIFICADA TREN DEMI Nº1,PR-PDA-TRN-DES1,PR-FLT TD1,PTA RIC - R4 RR,C,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,SI,0,,
PR-PDA-FLT-FAGU2,FILTRO DE AGUA CLARIFICADA TREN DEMI Nº2,PR-PDA-TRN-DES2,PR-FLT TD2,PTA RIC - R4 RR,C,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,SI,0,,
PR-PDA-FLT-FAGU3,FILTRO DE AGUA DESMINER. 3,PR-PDA-TRN-DES3,PR-FLT TD3,PTA RIC - R4 RR,C,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,SI,0,,
PR-PDA-LGC-PLANTA DE AGUA,LOGICO PLANTA DE AGUA,PLANTA RICARDONE,PR-SECTOR,PTA RIC - R4 RR,C,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,0,SI,SI,NO,21,,
PR-PDA-PHM-PHCBD,PHMETRO CONTROL BOMBA DOSIFICADORA,PR-PDA-TNQ-T2EEFL,PR-PHM-PHCBD,PTA RIC - R4 RR,A,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,SI,0,,
PR-PDA-RAP-SRAP,RED DE AGUA POTABLE,PR-PDA-LGC-PLANTA DE AGUA,PR-RAP SRAP,PTA RIC - R4 RR,C,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,NO,4,,
PR-PDA-SEC-ARE14,SECADOR DE AIRE FRIGORIFICO FX 14,PR-RAC-LGC-RED AIRE COMPRIMIDO,PR-SEC AF14,PTA RIC - R4 RR,B,PR-RAC-LGC-RED AIRE COMPRIMIDO,RAC,RED AIRE COMPRIMIDO,1,NO,NO,SI,0,,
PR-PDA-SEC-ARE16,SECADOR DE AIRE FRIGORIFICO FX 16,PR-RAC-LGC-RED AIRE COMPRIMIDO,PR-SEC AF16,PTA RIC - R4 RR,B,PR-RAC-LGC-RED AIRE COMPRIMIDO,RAC,RED AIRE COMPRIMIDO,1,NO,NO,NO,2,,
PR-PDA-TNQ-ACR,TANQUE AGUA CRUDA (ELEVADO),PR-PDA-LGC-PLANTA DE AGUA,PR-TNQ ACR,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,NO,3,,
PR-PDA-TNQ-ACS,TANQUE ACIDO SULFURICO HOR.,PR-PDA-LGC-PLANTA DE AGUA,PR-TNQ ACS,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,NO,1,,
PR-PDA-TNQ-ADE,TANQUE AGUA DESMINERALIZADA SUR,PR-PDA-LGC-PLANTA DE AGUA,PR-TNQ ADE,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,NO,2,,
PR-PDA-TNQ-AGC,TANQUE DE AGUA CLARIFICADA (NORTE),PR-PDA-LGC-PLANTA DE AGUA,PR-CST AGC,PLANTA RICARDONE,C,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,SI,0,,
PR-PDA-TNQ-SOC,TANQUE SODA CAUSTICA HOR.,PR-PDA-LGC-PLANTA DE AGUA,PR-TNQ SOC,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,NO,2,,
PR-PDA-TNQ-T1EEFL,TANQUE Nº1 ECUALIZACION DE EFLUENTE,PR-PDA-LGC-PLANTA DE AGUA,PR-TNQ-T1EEFL,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,NO,2,,
PR-PDA-TNQ-T2EEFL,TANQUE Nº2 ECUALIZACION EFLUENTE,PR-PDA-LGC-PLANTA DE AGUA,PR-TNQ-T2EEFL,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,NO,5,,
PR-PDA-TNQ-TAGA1,TANQUE DE AGUA ACIDA TREN DEMI Nº1,PR-PDA-TRN-DES1,PR-TNQ-TAGA1,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,NO,3,,
PR-PDA-TNQ-TAGA2,TANQUE DE AGUA ACIDA TREN DEMI Nº2,PR-PDA-TRN-DES2,PR-TNQ-TAGA2,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,NO,3,,
PR-PDA-TNQ-TAGA3,TANQUE DE AGUA ACIDA TREN DEMI Nº3,PR-PDA-TRN-DES3,PR-TNQ-TAGA3,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,NO,3,,
PR-PDA-TNQ-TPSRA1,TANQUE PREPARACION SOLUC. REGEN. ACIDO TD. Nº1,PR-PDA-TRN-DES1,PR-TNQ-TPSRA1,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,NO,1,,
PR-PDA-TNQ-TPSRA2,TANQUE PREPARACION SOLUC. REGEN. ACIDO TD. Nº2,PR-PDA-TRN-DES2,PR-TNQ-TPSRA2,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,NO,1,,
PR-PDA-TNQ-TPSRAL1,TANQUE PREPARACION SOLUC. REGEN. ALCAL. TD. Nº1,PR-PDA-TRN-DES1,PR-TNQ-TPSRAL1,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,NO,1,,
PR-PDA-TNQ-TPSRAL2,TANQUE PREPARACION SOLUC. REGEN. ALCAL. TD. Nº2,PR-PDA-TRN-DES2,PR-TNQ-TPSRAL2,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,NO,1,,
PR-PDA-TNQ-TRAC,TANQUE RECEPCION AGUA CLARIFICADA,PR-PDA-LGC-PLANTA DE AGUA,PR-TNQ AC,PTA RIC - R4 RR,C,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,NO,1,,
PR-PDA-TNQ-VES,TANQUE DE AGUA VESTUARIOS,PR-PDA-LGC-PLANTA DE AGUA,PR-TNQ VES,PTA RIC - R4 RR,C,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,SI,0,,
PR-PDA-TRN-DES1,TREN DESMINERALIZADOR Nº 1 (SUR),PR-PDA-LGC-PLANTA DE AGUA,PR-TRN DSM 1,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,NO,7,,
PR-PDA-TRN-DES2,TREN DESMINERALIZADOR Nº 2 (NORTE),PR-PDA-LGC-PLANTA DE AGUA,PR-TRN DSM 2,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,NO,7,,
PR-PDA-TRN-DES3,TREN DESMINERALIZADOR Nº 3 (CENTRO),PR-PDA-LGC-PLANTA DE AGUA,PR-TRN DSM 3,PLANTA RICARDONE,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,1,NO,NO,NO,7,,
PR-PDA-TRR-TDSC1,TORRE DESCARBONATADORA TREN DEMI Nº 1,PR-PDA-TNQ-TAGA1,PR-TRR-TDSC1,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,3,NO,NO,SI,0,,
PR-PDA-TRR-TDSC2,TORRE DESCARBONATADORA TREN DEMI Nº 2,PR-PDA-TNQ-TAGA2,PR-TRR-TDSC2,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,3,NO,NO,SI,0,,
PR-PDA-TRR-TDSC3,TORRE DESCARBONATADORA TREN DEMI Nº 3,PR-PDA-TNQ-TAGA3,PR-TRR-TDSC3,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,3,NO,NO,SI,0,,
PR-PDA-VLV-VCNT1,VALVULA CONTROL NIVEL TREN DEMI Nº1,PR-PDA-COL-CAT1,PR-VLV-VCNT1,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,3,NO,NO,SI,0,,
PR-PDA-VLV-VCNT2,VALVULA CONTROL NIVEL TREN DEMI Nº2,PR-PDA-COL-CAT2,PR-VLV-VCNT2,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,3,NO,NO,SI,0,,
PR-PDA-VLV-VCNT3,VALVULA CONTROL NIVEL TREN DEMI Nº3,PR-PDA-COL-CAT3,PR-VLV-VCNT3,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,3,NO,NO,SI,0,,
PR-PDA-VLV-VDEAD,VALVULA C/ACUADOR NEUMATI DESCARGA EFL. LISO A DESAG.,PR-PDA-TNQ-T2EEFL,PR-VLV-VDEAD,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,SI,0,,
PR-PDA-VLV-VN1AD,VALVULA C/ACTUADOR NEUMATICO DESCARGA A DESAGUE,PR-PDA-ECE-SEE,PR-VLV-VNN1,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,SI,0,,
PR-PDA-VLV-VN2DT1,VALVULA C/ACTUADOR NEUMATICO DESCARGA A TK Nº 1,PR-PDA-ECE-SEE,PR-VLV-VN2DT1,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,SI,0,,
PR-PDA-VLV-VSAP,VALVULA SOLENOIDE BY PASS AGUA DE POZO,PR-PDA-RAP-SRAP,PR-VLV-VSAP,PTA RIC - R4 RR,C,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,2,NO,NO,SI,0,,
PR-PDA-VNT-VDSC1,VENTILADOR T. DESCARBONATADORA Nº 1,PR-PDA-TNQ-TAGA1,PR-VNT TDS1,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,3,NO,NO,SI,0,,
PR-PDA-VNT-VDSC2,VENTILADOR T. DESCARBONATADORA Nº 2,PR-PDA-TNQ-TAGA2,PR-VNT TDS2,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,3,NO,NO,SI,0,,
PR-PDA-VNT-VDSC3,VENTILADOR T. DESCARBONATADORA Nº 3,PR-PDA-TNQ-TAGA3,PR-VNT TDS3,PTA RIC - R4 RR,B,PR-PDA-LGC-PLANTA DE AGUA,PDA,PLANTA DE AGUA,3,NO,NO,SI,0,,
PR-PLL-ACN-AP01,ACONDICIONADOR PELLETERA AP-01,PR-PLL-PLL-P01,PR-ACN PLL,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,3,NO,NO,SI,0,,
PR-PLL-ACN-AP02,ACONDICIONADOR PELLETERA AP-02,PR-PLL-PLL-P02,PR-ACN PLL,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,3,NO,NO,SI,0,,
PR-PLL-ALM-ALP01,ALIMENTADOR PELLETERA ALP01,PR-PLL-PLL-P01,PR-ALM PLL,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,3,NO,NO,SI,0,,
PR-PLL-ALM-ALP02,ALIMENTADOR PELLETERA ALP02,PR-PLL-PLL-P02,PR-ALM PLL,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,3,NO,NO,SI,0,,
PR-PLL-ALM-AQP01,ALIMENTADOR DE QUEBRADOR DE PELLET 1,PR-PLL-QBR-QP01,PR-ALM QPL,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-ALM-FP1,ALIM. FORZADOR PELLETERA 1,PR-PLL-PLL-P01,PR-ALM FP,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,3,NO,NO,SI,0,,
PR-PLL-ALM-FP2,ALIM. FORZADOR PELLETERA 2,PR-PLL-PLL-P02,PR-ALM FP,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,3,NO,NO,SI,0,,
PR-PLL-BMB-LC3,BOMBA SISTEMA DE LUBRICACIÓN CENTRALIZADO,PR-PLL-LGC-PELLETEADO,PR-PLL-BMB-LC3,PTA RIC - R5 RT,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,1,NO,NO,SI,0,,
PR-PLL-BMB-SCA2,BOMBA SOPLANTE CASCARA Nº 2,PR-PLL-LGC-PELLETEADO,PR-BMB SOP,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,1,NO,NO,NO,1,,
PR-PLL-ENF-EP09,ENFRIADOR DE PELLET EP-09,PR-PLL-LGC-PELLETEADO,PR-ENF PLL,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,1,NO,NO,NO,1,,
PR-PLL-LGC-PELLETEADO,LOGICO PELLETEADO,PLANTA RICARDONE,PR-SECTOR,PTA RIC - R5 RT,C,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,0,SI,SI,NO,11,,
PR-PLL-LGC-PELLETERAS,LOGICO PELLETERAS,PR-PLL-LGC-PELLETEADO,PR-LOGICO,PTA RIC - R5 RT,,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,1,NO,SI,NO,2,,
PR-PLL-LGC-REDLERS,LOGICO REDLERS PELLETEADO,PR-PLL-LGC-PELLETEADO,PR-LOGICO,PTA RIC - R5 RT,,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,1,NO,SI,NO,6,,
PR-PLL-LGC-ROSCAS,LOGICO ROSCAS PELLETEADO,PR-PLL-LGC-PELLETEADO,PR-LOGICO,PTA RIC - R5 RT,,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,1,NO,SI,NO,6,,
PR-PLL-NOR-NP06,NORIA NP-06,PR-PLL-LGC-PELLETEADO,PR-PLL-NOR-NP06,PTA RIC - R5 RT,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,1,NO,NO,SI,0,,
PR-PLL-PLL-P01,PELLETERA P-01,PR-PLL-LGC-PELLETERAS,PR-PLL,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,NO,3,,
PR-PLL-PLL-P02,PELLETERA P-02,PR-PLL-LGC-PELLETERAS,PR-PLL,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,NO,3,,
PR-PLL-QBR-QP01,QUEBRADOR DE PELLET QP-01,PR-PLL-LGC-PELLETEADO,PR-QBR PLL,PTA RIC - R5 RR,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,1,NO,NO,NO,1,,
PR-PLL-RDL-RP05,REDLER RP-05,PR-PLL-LGC-REDLERS,PR-PLL-RDL-RP05,PTA RIC - R5 RT,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-RDL-RP07,REDLER RP-07,PR-PLL-LGC-REDLERS,PR-PLL-RDL-RP07,PTA RIC - R5 RT,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-RDL-RP08,REDLER RP-08,PR-PLL-LGC-REDLERS,PR-PLL-RDL-RP08,PTA RIC - R5 RT,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-RDL-RP09,REDLER RP-09,PR-PLL-LGC-REDLERS,PR-PLL-RDL-RP09,PTA RIC - R5 RT,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-RDL-RP10,REDLER RP-10,PR-PLL-LGC-REDLERS,PR-PLL-RDL-RP10,PTA RIC - R5 RT,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-RDL-RP11,REDLER RP-11,PR-PLL-LGC-REDLERS,PR-PLL-RDL-RP11,PTA RIC - R5 RR,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-RSC-AVLV2,ROSCA ALIMENTACIÓN A VALVULA DOSIFICADORA Nº 2,PR-PLL-LGC-ROSCAS,PR-PLL-RSC-AVLV2,PTA RIC - R5 RT,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-RSC-SF01,ROSCA SF-01,PR-PLL-LGC-ROSCAS,PR-PLL-RSC-SF01,PTA RIC - R5 RT,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-RSC-SF02,ROSCA SF-02,PR-PLL-LGC-ROSCAS,PR-PLL-RSC-SF02,PTA RIC - R5 RT,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-RSC-SF03,ROSCA SF-03,PR-PLL-LGC-ROSCAS,PR-PLL-RSC-SF03,PTA RIC - R5 RT,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-RSC-SF04,ROSCA SF-04,PR-PLL-LGC-ROSCAS,PR-PLL-RSC-SF04,PTA RIC - R5 RT,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-RSC-SF12,ROSCA SF-12,PR-PLL-LGC-ROSCAS,PR-PLL-RSC-SF12,PTA RIC - R5 RR,A,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-SIS-SPLP,LINEA DE SOPLADO CASCARA PELLETERA,PR-PLL-LGC-PELLETEADO,PR-SIS SPL,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,1,NO,NO,SI,0,,
PR-PLL-SLO-PLM01,SILO PULMON DE CASCARA 1,PR-PLL-LGC-PELLETEADO,PR-SLO PLM CSC,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,1,NO,NO,SI,0,,
PR-PLL-TLV-SCA,TOLVA CASCARA PELLETERA,PR-PLL-LGC-PELLETEADO,PR-TLV CASCARA,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,1,NO,NO,SI,0,,
PR-PLL-VLV-CAS2,VALVULA DOSIFICADORA DE CASCARA Nº 2,PR-PLL-BMB-SCA2,PR-VLV CSC,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLL-VNT-ENF09,VENTILADOR ENFRIADOR DE PELLETERA,PR-PLL-ENF-EP09,PR-VNT ENF,PTA RIC - R5 RT,B,PR-PLL-LGC-PELLETEADO,PLL,PELLETEADO,2,NO,NO,SI,0,,
PR-PLYMP-BMB-AGU1,BOMBA CENTRIFUGA MONOFASICA AGUA,PR-PLYMP-LGC-PLAYA Y MP,PR-PLYMP-BMB-AGU1,PTA RIC - R8 RR,B,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,1,NO,NO,SI,0,,
PR-PLYMP-BMB-DN1,BOMBA DEPRESION NAPA FREATICA 1 (E),PR-PLYMP-LGC-PLAYA Y MP,PR-PLYMP-BMB-DN1,PTA RIC - R8 RR,B,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,1,NO,NO,SI,0,,
PR-PLYMP-BMB-DN2,BOMBA DEPRESION NAPA FREATICA 2 (C),PR-PLYMP-LGC-PLAYA Y MP,PR-PLYMP-BMB-DN2,PTA RIC - R8 RR,B,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,1,NO,NO,SI,0,,
PR-PLYMP-BMB-REG,BOMBA P/TK REGADOR,PR-PLYMP-LGC-PLAYA Y MP,PR-PLYMP-BMB-REG,PTA RIC - R8 RR,C,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,1,NO,NO,SI,0,,
PR-PLYMP-BMB-SCAL,BOMBA SOPLANTE CALADORES,PR-PLYMP-LGC-CALADORES,PR-PLYMP-BMB-SCAL,PTA RIC - R8 RS,B,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,2,NO,NO,SI,0,,
PR-PLYMP-BSC-DSC,BASCULANTE DESCARGA DE SECADORA CEDAR,PR-PLYMP-SCD-CED,PR-BSC DSC,PTA RIC - R9 RV,A,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,2,NO,NO,SI,0,,
PR-PLYMP-CCL-CPL1EC16,CICLON SISTEMA PRELIMPIADOR 01 CELDA 16 <ESTE>,PR-PLYMP-SIS-PL1EC16,PR-CCL PLYMP,PTA RIC - R8 RM,B,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,3,NO,NO,SI,0,,
PR-PLYMP-CCL-CPL2OC16,CICLON SISTEMA PRELIMPIADOR 02 CELDA 16 <OESTE>,PR-PLYMP-SIS-PL2OC16,PR-CCL PLYMP,PTA RIC - R8 RM,B,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,3,NO,NO,SI,0,,
PR-PLYMP-CCL-CPLN1N08,CICLON SISTEMA PRELIMPIADOR 01 (NORIA 08) <NORTE>,PR-PLYMP-SIS-PLN1N8,PR-CCL PLYMP,PTA RIC - R9 RV,A,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,3,NO,NO,SI,0,,
PR-PLYMP-CCL-CPLN1N4,CICLON SISTEMA PRELIMPIADOR 01 SECADORA DE GRANOS (NORIA 04) <SUR>,PR-PLYMP-SIS-PLN1N04,PR-CCL PLYMP,PTA RIC - R9 RV,A,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,3,NO,NO,SI,0,,
PR-PLYMP-CCL-CPLN2N08,CICLON SISTEMA PRELIMPIADOR 02 (NORIA 08) <SUR>,PR-PLYMP-SIS-PLN2N8,PR-CCL PLYMP,PTA RIC - R9 RV,A,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,3,NO,NO,SI,0,,
PR-PLYMP-CCL-CPLN2N4,CICLON SISTEMA PRELIMPIADOR 02 SECADORA DE GRANOS (NORIA 04) <NORTE>,PR-PLYMP-SIS-PLN2N04,PR-CCL PLYMP,PTA RIC - R9 RV,A,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,3,NO,NO,SI,0,,
PR-PLYMP-CCL-CREIC16,CICLON REINYECCIÓN <A SILO SE-1),PR-PLYMP-SAP-C16,PR-CCL PLYMP,PTA RIC - R8 RM,A,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,3,NO,NO,SI,0,,
PR-PLYMP-CCL-CSAC16,CICLON SISTEMA DE ASPIRACIÓN <A VALV. BAJO CICLON>,PR-PLYMP-SAP-C16,PR-CCL PLYMP,PTA RIC - R8 RM,A,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,3,NO,NO,SI,0,,
PR-PLYMP-CCL-CSAPTV1,CICLON SISTEMA DE ASPIRACIÓN PLATAFORMA VOLCABLE PTV1,PR-PLYMP-SAP-PTV1,PR-CCL PLYMP,PTA RIC - R9 RV,A,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,3,NO,NO,SI,0,,
PR-PLYMP-CCL-CSAPTV2,CICLON SISTEMA DE ASPIRACIÓN PLATAFORMA VOLCABLE PTV2,PR-PLYMP-SAP-PTV2,PR-CCL PLYMP,PTA RIC - R9 RV,A,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,3,NO,NO,SI,0,,
PR-PLYMP-CDR-CA01,CALADOR AUTOMATICO Nº 1 -L/OESTE,PR-PLYMP-LGC-CALADORES,PR-CDR,PTA RIC - R8 RS,B,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,2,NO,NO,NO,1,,
PR-PLYMP-CDR-CA02,CALADOR AUTOMATICO Nº 2 - CENTRAL,PR-PLYMP-LGC-CALADORES,PR-CDR,PTA RIC - R8 RS,B,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,2,NO,NO,NO,1,,
PR-PLYMP-CDR-CA03,CALADOR AUTOMATICO Nº 3 -L/ESTE,PR-PLYMP-LGC-CALADORES,PR-CDR,PTA RIC - R8 RS,B,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,2,NO,NO,NO,1,,
PR-PLYMP-CHD-CA01,CENTRAL HIDRAULICA CALADOR 1,PR-PLYMP-CDR-CA01,PR-CHD CLD,PTA RIC - R8 RS,B,PR-PLYMP-LGC-PLAYA Y MP,PLYMP,PLAYA Y MATERIA PRIMA,3,NO,NO,SI,0,,
