"nivel_btz","valor_btz","nombre_vista","nombre_filtro","archivo_png","estado","mensaje"
"03","E","EXP_BTZ03_RICARDONE_PR_PR_EFL_LGC_EFLUENTES_PR_EFL_LGC_LAGUNA_EFLUENTES_1_L_E","FILTRO_BTZ03_RICARDONE_PR_PR_EFL_LGC_EFLUENTES_PR_EFL_LGC_LAGUNA_EFLUENTES_1_L_E","BTZ03_RICARDONE_PR_PR_EFL_LGC_EFLUENTES_PR_EFL_LGC_LAGUNA_EFLUENTES_1_L_E.png","ok",""
"03","E","EXP_BTZ03_RICARDONE_PR_PR_EFL_LGC_EFLUENTES_PR_EFL_LGC_LAGUNA_EFLUENTES_2_L_E","FILTRO_BTZ03_RICARDONE_PR_PR_EFL_LGC_EFLUENTES_PR_EFL_LGC_LAGUNA_EFLUENTES_2_L_E","BTZ03_RICARDONE_PR_PR_EFL_LGC_EFLUENTES_PR_EFL_LGC_LAGUNA_EFLUENTES_2_L_E.png","ok",""
"03","MOLINOS","EXP_BTZ03_RICARDONE_PR_PR_HRN_LGC_HARINA_PR_HRN_LGC_MOLINOS","FILTRO_BTZ03_RICARDONE_PR_PR_HRN_LGC_HARINA_PR_HRN_LGC_MOLINOS","BTZ03_RICARDONE_PR_PR_HRN_LGC_HARINA_PR_HRN_LGC_MOLINOS.png","ok",""
"03","ELECTROESTATICO","EXP_BTZ03_RICARDONE_PR_PR_VPR1_LGC_VAPOR_1_PR_VPR1_LGC_FILTRO_PRECIPITADOR_ELECTROESTATICO","FILTRO_BTZ03_RICARDONE_PR_PR_VPR1_LGC_VAPOR_1_PR_VPR1_LGC_FILTRO_PRECIPITADOR_ELECTROESTATICO","BTZ03_RICARDONE_PR_PR_VPR1_LGC_VAPOR_1_PR_VPR1_LGC_FILTRO_PRECIPITADOR_ELECTROESTATICO.png","ok",""
"03","ENFRIADORES","EXP_BTZ03_RICARDONE_PR_PR_PRP1_LGC_PREPARACION_1_PR_PRP1_LGC_ENFRIADORES","FILTRO_BTZ03_RICARDONE_PR_PR_PRP1_LGC_PREPARACION_1_PR_PRP1_LGC_ENFRIADORES","BTZ03_RICARDONE_PR_PR_PRP1_LGC_PREPARACION_1_PR_PRP1_LGC_ENFRIADORES.png","ok",""
"03","GENERAL","EXP_BTZ03_RICARDONE_PR_PR_TLLOC_LGC_TALLER_OBRA_CIVIL_PR_TLLOC_LGC_GENERAL","FILTRO_BTZ03_RICARDONE_PR_PR_TLLOC_LGC_TALLER_OBRA_CIVIL_PR_TLLOC_LGC_GENERAL","BTZ03_RICARDONE_PR_PR_TLLOC_LGC_TALLER_OBRA_CIVIL_PR_TLLOC_LGC_GENERAL.png","ok",""
"03","GENERAL","EXP_BTZ03_RICARDONE_PR_PR_PDA_LGC_PLANTA_DE_AGUA_PR_PDA_LGC_GENERAL","FILTRO_BTZ03_RICARDONE_PR_PR_PDA_LGC_PLANTA_DE_AGUA_PR_PDA_LGC_GENERAL","BTZ03_RICARDONE_PR_PR_PDA_LGC_PLANTA_DE_AGUA_PR_PDA_LGC_GENERAL.png","ok",""
"03","2","EXP_BTZ03_RICARDONE_PR_PR_PRP2_LGC_PREPARACION_2_TORRE_ENFRIANMINETO_DE_EXT_1_Y_AL_LADO_LA_2","FILTRO_BTZ03_RICARDONE_PR_PR_PRP2_LGC_PREPARACION_2_TORRE_ENFRIANMINETO_DE_EXT_1_Y_AL_LADO_LA_2","BTZ03_RICARDONE_PR_PR_PRP2_LGC_PREPARACION_2_TORRE_ENFRIANMINETO_DE_EXT_1_Y_AL_LADO_LA_2.png","ok",""
"03","EFLUENTES","EXP_BTZ03_RICARDONE_PR_PR_EFL_LGC_EFLUENTES_PR_EFL_LGC_POZO_DE_BOMBEO_EFLUENTES","FILTRO_BTZ03_RICARDONE_PR_PR_EFL_LGC_EFLUENTES_PR_EFL_LGC_POZO_DE_BOMBEO_EFLUENTES","BTZ03_RICARDONE_PR_PR_EFL_LGC_EFLUENTES_PR_EFL_LGC_POZO_DE_BOMBEO_EFLUENTES.png","ok",""
"03","GRANULADORES","EXP_BTZ03_RICARDONE_PR_PR_EXT1_LGC_EXTRACCION_1_PR_EXT1_LGC_GRANULADORES","FILTRO_BTZ03_RICARDONE_PR_PR_EXT1_LGC_EXTRACCION_1_PR_EXT1_LGC_GRANULADORES","BTZ03_RICARDONE_PR_PR_EXT1_LGC_EXTRACCION_1_PR_EXT1_LGC_GRANULADORES.png","ok",""
"03","GENERAL","EXP_BTZ03_RICARDONE_PR_PR_ENR1_LGC_ENERGIA_1_PR_ENR1_LGC_GENERAL","FILTRO_BTZ03_RICARDONE_PR_PR_ENR1_LGC_ENERGIA_1_PR_ENR1_LGC_GENERAL","BTZ03_RICARDONE_PR_PR_ENR1_LGC_ENERGIA_1_PR_ENR1_LGC_GENERAL.png","ok",""
"03","GENERAL","EXP_BTZ03_RICARDONE_PR_PR_PRP3_LGC_PREPARACION_3_PR_PRP3_LGC_GENERAL","FILTRO_BTZ03_RICARDONE_PR_PR_PRP3_LGC_PREPARACION_3_PR_PRP3_LGC_GENERAL","BTZ03_RICARDONE_PR_PR_PRP3_LGC_PREPARACION_3_PR_PRP3_LGC_GENERAL.png","ok",""
"03","GENERAL","EXP_BTZ03_RICARDONE_PR_PR_PLL_LGC_PELLETEADO_PR_PLL_LGC_GENERAL","FILTRO_BTZ03_RICARDONE_PR_PR_PLL_LGC_PELLETEADO_PR_PLL_LGC_GENERAL","BTZ03_RICARDONE_PR_PR_PLL_LGC_PELLETEADO_PR_PLL_LGC_GENERAL.png","ok",""
"03","7","EXP_BTZ03_RICARDONE_PR_PR_PLYSP_LGC_PLAYA_Y_SUB_PR_PLYSP_LGC_SILO_CELDA_DEP_S_P_N_7","FILTRO_BTZ03_RICARDONE_PR_PR_PLYSP_LGC_PLAYA_Y_SUB_PR_PLYSP_LGC_SILO_CELDA_DEP_S_P_N_7","BTZ03_RICARDONE_PR_PR_PLYSP_LGC_PLAYA_Y_SUB_PR_PLYSP_LGC_SILO_CELDA_DEP_S_P_N_7.png","ok",""
"03","250","EXP_BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_SECADORA_DE_GRANOS_CEDAR_M_ADF_250","FILTRO_BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_SECADORA_DE_GRANOS_CEDAR_M_ADF_250","BTZ03_RICARDONE_PR_PR_PLYMP_LGC_PLAYA_Y_MP_PR_PLYMP_LGC_SECADORA_DE_GRANOS_CEDAR_M_ADF_250.png","ok",""
"03","BOMBAS","EXP_BTZ03_RICARDONE_PR_PR_ACT_LGC_ACEITE_PR_ACT_LGC_BOMBAS","FILTRO_BTZ03_RICARDONE_PR_PR_ACT_LGC_ACEITE_PR_ACT_LGC_BOMBAS","BTZ03_RICARDONE_PR_PR_ACT_LGC_ACEITE_PR_ACT_LGC_BOMBAS.png","ok",""
"03","2","EXP_BTZ03_RICARDONE_PR_PR_PRP1_LGC_PREPARACION_1_ENFRIADORES_Y_GRANULADORES_2","FILTRO_BTZ03_RICARDONE_PR_PR_PRP1_LGC_PREPARACION_1_ENFRIADORES_Y_GRANULADORES_2","BTZ03_RICARDONE_PR_PR_PRP1_LGC_PREPARACION_1_ENFRIADORES_Y_GRANULADORES_2.png","ok",""
"03","1","EXP_BTZ03_RICARDONE_PR_PR_VPR1_LGC_VAPOR2_PR_VPR1_LGC_CALDERA_SALCOR_CAREN_N_1","FILTRO_BTZ03_RICARDONE_PR_PR_VPR1_LGC_VAPOR2_PR_VPR1_LGC_CALDERA_SALCOR_CAREN_N_1","BTZ03_RICARDONE_PR_PR_VPR1_LGC_VAPOR2_PR_VPR1_LGC_CALDERA_SALCOR_CAREN_N_1.png","ok",""
"03","GENERAL","EXP_BTZ03_RICARDONE_PR_PR_ENR2_LGC_ENERGIA_2_PR_ENR2_LGC_GENERAL","FILTRO_BTZ03_RICARDONE_PR_PR_ENR2_LGC_ENERGIA_2_PR_ENR2_LGC_GENERAL","BTZ03_RICARDONE_PR_PR_ENR2_LGC_ENERGIA_2_PR_ENR2_LGC_GENERAL.png","ok",""
"04","AC06","EXP_BTZ04_RICARDONE_PR_PR_ACT_LGC_ACEITE_PR_ACT_LGC_TANQUES_PR_ACT_TNQ_AC06","FILTRO_BTZ04_RICARDONE_PR_PR_ACT_LGC_ACEITE_PR_ACT_LGC_TANQUES_PR_ACT_TNQ_AC06","BTZ04_RICARDONE_PR_PR_ACT_LGC_ACEITE_PR_ACT_LGC_TANQUES_PR_ACT_TNQ_AC06.png","ok",""
